9	www2.foxnews.com											
(Timestamp)	(Location)	(Condition)	Feels Like	Barometer	Humidity (%)	Visibility	Dewpoint	(Wind Speed) (MPH)	Wind	Sunrise	Sunset	(Temperature) (°F)
Mon Feb  1 21:29:47 2010	Washington, DC	Cloudy 	31	1026.8	37	10	13	8	WNW	7:14	5:30	37
Mon Feb  1 21:29:48 2010	Austin, TX	Foggy 	41	1019.7	93	2	39	0	CALM	7:21	6:08	41
Mon Feb  1 21:29:49 2010	San Francisco, CA	Mostly Cloudy 	53	1014.5	83	10	48	0	CALM	7:14	5:33	53
Mon Feb  1 21:29:50 2010	Oklahoma City, OK	Foggy 	22	1017.8	91	0.5	29	10	SSW	7:30	5:58	31
Mon Feb  1 21:29:51 2010	Nashville, TN	Mostly Cloudy 	41	1024.0	51	10	24	0	CALM	6:48	5:13	41
Mon Feb  1 21:29:52 2010	Fort Worth, TX	Cloudy 	33	1018.8	82	9	34	9	SSW	7:24	6:02	39
Mon Feb  1 21:29:53 2010	Phoenix, AZ	Mostly Cloudy 	61	1014.3	50	10	42	5	E	7:24	6:00	61
Mon Feb  1 21:29:53 2010	Portland, OR	Showers 	42	1012.6	92	10	40	3	WNW	7:32	5:17	42
Mon Feb  1 21:29:54 2010	Chicago, IL	Cloudy 	29	1025.7	46	7	14	0	CALM	7:03	5:06	29
Mon Feb  1 21:29:56 2010	Indianapolis, IN	Mostly Cloudy 	29	1024.4	50	10	16	5	S	7:52	6:04	33
Mon Feb  1 21:29:56 2010	San Antonio, TX	Foggy 	45	*	87	1.25	41	3	NE	7:23	6:12	45
Mon Feb  1 21:29:58 2010	Jacksonville, FL	Cloudy 	59	1021.1	72	10	50	16	NE	7:17	6:03	59
Mon Feb  1 21:29:59 2010	Worthington, OH	Mostly Sunny 	32	1026.4	50	10	15	0	CALM	7:41	5:51	32
Mon Feb  1 21:30:00 2010	Dallas, TX	Cloudy 	41	1018.7	68	8	35	7	SW	7:22	6:00	45
Mon Feb  1 21:30:01 2010	Houston, TX	Cloudy 	43	*	93	1.5	45	7	E	7:11	5:59	46
Mon Feb  1 21:30:02 2010	Seattle, WA	Cloudy 	46	1012.3	83	10	41	0	CALM	7:35	5:11	46
Mon Feb  1 21:30:03 2010	Milwaukee, WI	Cloudy 	25	1025.3	43	10	9	0	CALM	7:07	5:05	25
Mon Feb  1 21:30:04 2010	Detroit, MI	Partly Cloudy 	19	1026.0	46	10	12	8	WSW	7:46	5:46	27
Mon Feb  1 21:30:05 2010	Philadelphia, PA	Mostly Sunny 	27	1025.2	37	10	11	10	WSW	7:09	5:19	35
Mon Feb  1 22:12:59 2010	San Jose, CA	Mostly Cloudy 	60	1013.6	55	10	44	3	ENE	7:11	5:32	60
Mon Feb  1 22:13:00 2010	Charlotte, NC	Partly Cloudy 	46	1025.3	40	10	23	3	SSE	7:23	5:52	46
Mon Feb  1 22:13:01 2010	San Diego, CA	Mostly Cloudy 	61	1014.1	64	8	49	5	VAR	6:43	5:22	61
Mon Feb  1 22:13:02 2010	Edgewater, CO	Mostly Sunny 	41	*	21	10	7	6	ENE	7:08	5:20	45
Mon Feb  1 22:13:03 2010	Memphis, TN	Cloudy 	45	1020.9	50	10	29	5	SSE	6:59	5:29	47
Mon Feb  1 22:13:04 2010	Los Angeles, CA	Mostly Sunny 	65	1013.3	47	6	44	0	CALM	6:50	5:23	65
Mon Feb  1 22:13:05 2010	El Paso, TX	Partly Cloudy 	60	1010.5	35	10	32	13	W	6:59	5:40	60
Mon Feb  1 22:13:06 2010	Manhattan, NY	Mostly Sunny 	26	1022.7	35	10	9	10	W	7:06	5:13	34
Mon Feb  1 22:13:07 2010	Baltimore, MD	 	35	1025.7	39	999	12	*	*	7:13	5:27	35
Mon Feb  1 22:13:08 2010	Las Vegas, NV	Mostly Sunny 	54	1014.2	37	10	28	5	NE	6:40	5:06	54
Mon Feb  1 22:13:08 2010	Washington, DC	Cloudy 	32	1026.2	35	10	12	8	W	7:14	5:30	38
Mon Feb  1 22:13:09 2010	Austin, TX	Cloudy 	43	1018.7	89	3	40	0	CALM	7:21	6:08	43
Mon Feb  1 22:13:10 2010	San Francisco, CA	Mostly Cloudy 	53	1013.8	83	10	48	6	NNE	7:14	5:33	53
Mon Feb  1 22:13:11 2010	Oklahoma City, OK	Foggy 	23	1017.2	87	1	28	9	SW	7:30	5:58	31
Mon Feb  1 22:13:12 2010	Nashville, TN	Mostly Cloudy 	38	1023.0	55	10	27	6	E	6:48	5:13	42
Mon Feb  1 22:13:13 2010	Fort Worth, TX	Cloudy 	38	1017.7	76	10	34	5	SSW	7:24	6:02	41
Mon Feb  1 22:13:14 2010	Phoenix, AZ	Mostly Cloudy 	63	1013.1	43	10	40	0	CALM	7:24	6:00	63
Mon Feb  1 22:13:15 2010	Portland, OR	Showers 	40	1012.3	86	9	39	5	NE	7:32	5:17	43
Mon Feb  1 22:13:16 2010	Chicago, IL	Cloudy 	30	1025.0	46	8	15	0	CALM	7:03	5:06	30
Mon Feb  1 22:13:17 2010	San Antonio, TX	Foggy 	44	1018.2	93	1.75	42	3	NNE	7:23	6:12	44
Mon Feb  1 22:13:18 2010	Indianapolis, IN	Mostly Cloudy 	35	1024.0	46	10	16	0	CALM	7:52	6:04	35
Mon Feb  1 22:13:20 2010	Jacksonville, FL	Cloudy 	59	1020.3	75	10	51	15	NE	7:17	6:03	59
Mon Feb  1 22:13:21 2010	Worthington, OH	Mostly Sunny 	32	1025.7	52	10	16	0	CALM	7:41	5:51	32
Mon Feb  1 22:13:22 2010	Dallas, TX	Cloudy 	42	1017.5	68	10	36	7	SW	7:22	6:00	46
Mon Feb  1 22:13:23 2010	Houston, TX	Cloudy 	46	*	93	2	46	6	E	7:11	5:59	48
Mon Feb  1 22:13:24 2010	Seattle, WA	Cloudy 	48	1011.9	77	10	41	0	CALM	7:35	5:11	48
Mon Feb  1 22:13:25 2010	Milwaukee, WI	Mostly Cloudy 	23	1024.6	41	8	11	5	ENE	7:07	5:05	28
Mon Feb  1 22:13:26 2010	Detroit, MI	Cloudy 	19	1025.5	46	10	12	8	W	7:46	5:46	27
Mon Feb  1 22:13:27 2010	Philadelphia, PA	Mostly Sunny 	27	1025.2	37	10	11	10	W	7:09	5:19	35
Mon Feb  1 22:56:20 2010	Charlotte, NC	Partly Cloudy 	46	1025.3	40	10	23	3	SSE	7:23	5:52	46
Mon Feb  1 22:56:20 2010	San Jose, CA	Mostly Cloudy 	60	1013.6	55	10	44	3	ENE	7:11	5:32	60
Mon Feb  1 22:56:21 2010	San Diego, CA	Mostly Cloudy 	61	1014.1	64	8	49	5	VAR	6:43	5:22	61
Mon Feb  1 22:56:22 2010	Edgewater, CO	Mostly Sunny 	41	*	21	10	7	6	ENE	7:08	5:20	45
Mon Feb  1 22:56:23 2010	Memphis, TN	Cloudy 	45	1020.9	50	10	29	5	SSE	6:59	5:29	47
Mon Feb  1 22:56:24 2010	Los Angeles, CA	Mostly Sunny 	65	1013.3	47	6	44	0	CALM	6:50	5:23	65
Mon Feb  1 22:56:25 2010	El Paso, TX	Partly Cloudy 	60	1010.5	35	10	32	13	W	6:59	5:40	60
Mon Feb  1 22:56:26 2010	Manhattan, NY	Mostly Sunny 	26	1022.7	35	10	9	10	W	7:06	5:13	34
Mon Feb  1 22:56:27 2010	Baltimore, MD	 	35	1025.7	39	999	12	*	*	7:13	5:27	35
Mon Feb  1 22:56:28 2010	Las Vegas, NV	Mostly Sunny 	54	1014.2	37	10	28	5	NE	6:40	5:06	54
Mon Feb  1 22:56:28 2010	Washington, DC	Cloudy 	32	1026.2	35	10	12	8	W	7:14	5:30	38
Mon Feb  1 22:56:30 2010	Austin, TX	Cloudy 	43	1018.7	89	3	40	0	CALM	7:21	6:08	43
Mon Feb  1 22:56:31 2010	Oklahoma City, OK	Foggy 	23	1017.2	87	1	28	9	SW	7:30	5:58	31
Mon Feb  1 22:56:31 2010	San Francisco, CA	Mostly Cloudy 	53	1013.8	83	10	48	6	NNE	7:14	5:33	53
Mon Feb  1 22:56:32 2010	Nashville, TN	Mostly Cloudy 	38	1023.0	55	10	27	6	E	6:48	5:13	42
Mon Feb  1 22:56:33 2010	Fort Worth, TX	Cloudy 	38	1017.7	76	10	34	5	SSW	7:24	6:02	41
Mon Feb  1 22:56:34 2010	Phoenix, AZ	Mostly Cloudy 	63	1013.1	43	10	40	0	CALM	7:24	6:00	63
Mon Feb  1 22:56:35 2010	Portland, OR	Showers 	40	1012.3	86	9	39	5	NE	7:32	5:17	43
Mon Feb  1 22:56:36 2010	Chicago, IL	Cloudy 	30	1025.0	46	8	15	0	CALM	7:03	5:06	30
Mon Feb  1 22:56:37 2010	San Antonio, TX	Foggy 	44	1018.2	93	1.75	42	3	NNE	7:23	6:12	44
Mon Feb  1 22:56:38 2010	Indianapolis, IN	Mostly Cloudy 	35	1024.0	46	10	16	0	CALM	7:52	6:04	35
Mon Feb  1 22:56:40 2010	Jacksonville, FL	Cloudy 	59	1020.3	75	10	51	15	NE	7:17	6:03	59
Mon Feb  1 22:56:40 2010	Worthington, OH	Mostly Sunny 	32	1025.7	52	10	16	0	CALM	7:41	5:51	32
Mon Feb  1 22:56:41 2010	Dallas, TX	Cloudy 	42	1017.5	68	10	36	7	SW	7:22	6:00	46
Mon Feb  1 22:56:42 2010	Houston, TX	Cloudy 	46	*	93	2	46	6	E	7:11	5:59	48
Mon Feb  1 22:56:43 2010	Seattle, WA	Cloudy 	48	1011.9	77	10	41	0	CALM	7:35	5:11	48
Mon Feb  1 22:56:44 2010	Milwaukee, WI	Mostly Cloudy 	23	1024.6	41	8	11	5	ENE	7:07	5:05	28
Mon Feb  1 22:56:45 2010	Detroit, MI	Cloudy 	19	1025.5	46	10	12	8	W	7:46	5:46	27
Mon Feb  1 22:56:46 2010	Philadelphia, PA	Mostly Sunny 	27	1025.2	37	10	11	10	W	7:09	5:19	35
Mon Feb  1 23:42:26 2010	San Jose, CA	Mostly Cloudy 	63	1012.5	46	10	42	5	E	7:11	5:32	63
Mon Feb  1 23:42:27 2010	Charlotte, NC	Partly Cloudy 	48	1024.7	34	10	21	0	CALM	7:23	5:52	48
Mon Feb  1 23:42:28 2010	San Diego, CA	Mostly Cloudy 	62	1013.2	65	9	50	6	WNW	6:43	5:22	62
Mon Feb  1 23:42:29 2010	Edgewater, CO	Mostly Sunny 	41	*	21	10	7	7	E	7:08	5:20	45
Mon Feb  1 23:42:30 2010	Memphis, TN	Cloudy 	46	1020.7	54	10	30	3	SE	6:59	5:29	46
Mon Feb  1 23:42:31 2010	Los Angeles, CA	Mostly Sunny 	66	1012.4	45	6	44	0	CALM	6:50	5:23	66
Mon Feb  1 23:42:32 2010	El Paso, TX	Partly Cloudy 	60	1009.9	38	10	34	0	CALM	6:59	5:40	60
Mon Feb  1 23:42:33 2010	Manhattan, NY	Mostly Sunny 	28	1022.8	34	10	9	9	W	7:06	5:13	35
Mon Feb  1 23:42:34 2010	Baltimore, MD	 	35	1025.7	40	999	13	*	*	7:13	5:27	35
Mon Feb  1 23:42:35 2010	Las Vegas, NV	Mostly Sunny 	55	1013.3	34	10	27	5	N	6:40	5:06	55
Mon Feb  1 23:42:36 2010	Austin, TX	Foggy 	45	*	87	2	41	0	CALM	7:21	6:08	45
Mon Feb  1 23:42:36 2010	Washington, DC	Mostly Cloudy 	34	1026.3	33	10	12	7	WNW	7:14	5:30	39
Mon Feb  1 23:42:38 2010	San Francisco, CA	Mostly Cloudy 	54	1013.1	80	10	48	0	CALM	7:14	5:33	54
Mon Feb  1 23:42:39 2010	Nashville, TN	Cloudy 	37	1022.8	63	10	28	5	ESE	6:48	5:13	40
Mon Feb  1 23:42:39 2010	Oklahoma City, OK	Foggy 	23	*	91	1.5	28	8	SSW	7:30	5:58	30
Mon Feb  1 23:42:40 2010	Fort Worth, TX	Cloudy 	38	1016.8	76	10	35	6	SSW	7:24	6:02	42
Mon Feb  1 23:42:41 2010	Phoenix, AZ	Mostly Cloudy 	65	1012.2	40	10	40	0	CALM	7:24	6:00	65
Mon Feb  1 23:42:42 2010	Portland, OR	Showers 	39	1011.9	93	10	41	7	ESE	7:32	5:17	43
Mon Feb  1 23:42:43 2010	Chicago, IL	Cloudy 	30	1024.6	46	7	15	0	CALM	7:03	5:06	30
Mon Feb  1 23:42:44 2010	San Antonio, TX	Cloudy 	45	1017.7	90	5	42	3	E	7:23	6:12	45
Mon Feb  1 23:42:45 2010	Indianapolis, IN	Mostly Cloudy 	37	1023.4	41	10	15	0	CALM	7:52	6:04	37
Mon Feb  1 23:42:47 2010	Jacksonville, FL	Cloudy 	58	1020.0	78	10	51	10	NE	7:17	6:03	58
Mon Feb  1 23:42:47 2010	Worthington, OH	Mostly Sunny 	32	1025.2	52	10	16	0	CALM	7:41	5:51	32
Mon Feb  1 23:42:48 2010	Dallas, TX	Cloudy 	42	1016.9	68	10	36	8	WSW	7:22	6:00	46
Mon Feb  1 23:42:49 2010	Houston, TX	Cloudy 	45	*	93	3	46	7	E	7:11	5:59	48
Mon Feb  1 23:42:50 2010	Seattle, WA	Partly Cloudy 	49	1011.0	69	10	39	0	CALM	7:35	5:11	49
Mon Feb  1 23:42:51 2010	Milwaukee, WI	Cloudy 	22	1024.4	46	8	12	5	E	7:07	5:05	27
Mon Feb  1 23:42:52 2010	Detroit, MI	Cloudy 	19	1025.4	46	10	12	8	SW	7:46	5:46	27
Mon Feb  1 23:42:53 2010	Philadelphia, PA	Mostly Sunny 	26	1025.3	37	10	11	14	W	7:09	5:19	35
Sat Jan 30 00:29:09 2010	San Jose, CA	Partly Cloudy 	62	1014.0	52	10	44	15	S	7:13	5:29	62
Sat Jan 30 00:29:10 2010	Charlotte, NC	Snow Shower 	28	1025.2	85	2	30	7	E	7:25	5:49	34
Sat Jan 30 00:29:11 2010	San Diego, CA	Mostly Cloudy 	61	1016.8	70	9	51	6	SW	6:45	5:19	61
Sat Jan 30 00:29:12 2010	Edgewater, CO	Partly Cloudy 	45	*	21	999	7	0	CALM	7:11	5:17	45
Sat Jan 30 00:29:13 2010	Memphis, TN	Freezing Rain 	18	*	91	2	28	17	ENE	7:01	5:26	30
Sat Jan 30 00:29:14 2010	Los Angeles, CA	Mostly Sunny 	67	1016.0	39	10	41	0	CALM	6:52	5:21	67
Sat Jan 30 00:29:15 2010	El Paso, TX	Partly Cloudy 	46	1017.4	56	10	31	0	CALM	7:01	5:37	46
Sat Jan 30 00:29:16 2010	Manhattan, NY	Mostly Sunny 	13	1023.9	27	10	-2	8	W	7:09	5:10	22
Sat Jan 30 00:29:17 2010	Baltimore, MD	 	26	1027.4	23	999	-1	*	*	7:16	5:23	26
Sat Jan 30 00:29:18 2010	Las Vegas, NV	Mostly Sunny 	55	1015.9	39	10	30	6	NNE	6:42	5:03	55
Sat Jan 30 00:29:19 2010	Washington, DC	Cloudy 	17	1028.1	26	10	1	9	NW	7:17	5:26	26
Sat Jan 30 00:29:20 2010	Austin, TX	Cloudy 	33	1017.5	65	10	31	21	NNW	7:23	6:05	42
Sat Jan 30 00:29:21 2010	San Francisco, CA	Mostly Cloudy 	59	1014.5	64	10	47	18	SSW	7:16	5:30	59
Sat Jan 30 00:29:22 2010	Nashville, TN	Snow Shower 	16	1021.9	85	1	23	12	ENE	6:50	5:10	26
Sat Jan 30 00:29:22 2010	Oklahoma City, OK	Snow Shower 	13	*	69	0.75	18	13	N	7:32	5:55	25
Sat Jan 30 00:29:23 2010	Fort Worth, TX	Cloudy 	20	1017.1	82	10	27	18	NW	7:26	5:59	32
Sat Jan 30 00:29:24 2010	Phoenix, AZ	Partly Cloudy 	64	1015.1	45	10	42	0	CALM	7:26	5:57	64
Sat Jan 30 00:29:25 2010	Portland, OR	Cloudy 	47	1014.4	66	10	39	8	SE	7:35	5:13	50
Sat Jan 30 00:29:26 2010	Chicago, IL	Mostly Cloudy 	10	1031.4	56	10	8	7	ENE	7:06	5:02	19
Sat Jan 30 00:29:27 2010	San Antonio, TX	Mostly Sunny 	45	1016.5	52	10	33	14	N	7:25	6:10	50
Sat Jan 30 00:29:28 2010	Indianapolis, IN	Mostly Cloudy 	6	1027.8	52	10	7	14	ENE	7:55	6:00	19
Sat Jan 30 00:29:30 2010	Jacksonville, FL	Cloudy 	63	1017.4	54	10	46	10	E	7:19	6:01	63
Sat Jan 30 00:29:31 2010	Worthington, OH	Mostly Sunny 	3	1030.2	55	10	3	8	N	7:44	5:48	14
Sat Jan 30 00:29:32 2010	Dallas, TX	Cloudy 	25	1016.8	89	10	31	14	NW	7:24	5:57	34
Sat Jan 30 00:29:33 2010	Houston, TX	Cloudy 	38	*	81	10	39	14	N	7:13	5:57	45
Sat Jan 30 00:29:34 2010	Seattle, WA	Mostly Sunny 	55	1014.1	51	10	37	0	CALM	7:39	5:06	55
Sat Jan 30 00:29:35 2010	Milwaukee, WI	Partly Cloudy 	9	1031.5	44	10	1	5	ESE	7:10	5:01	16
Sat Jan 30 00:29:36 2010	Detroit, MI	Mostly Sunny 	11	1030.8	32	10	-1	7	VAR	7:49	5:42	20
Sat Jan 30 00:29:36 2010	Philadelphia, PA	Mostly Sunny 	10	1026.5	32	10	1	12	NW	7:12	5:16	22
Sat Jan 30 01:13:19 2010	San Jose, CA	Mostly Cloudy 	61	1014.4	56	10	45	17	S	7:13	5:29	61
Sat Jan 30 01:13:20 2010	Charlotte, NC	Mixed 	25	*	93	3	30	8	NNE	7:25	5:49	32
Sat Jan 30 01:13:21 2010	San Diego, CA	Mostly Cloudy 	62	1016.8	70	9	52	6	WNW	6:45	5:19	62
Sat Jan 30 01:13:22 2010	Edgewater, CO	Partly Cloudy 	45	*	23	999	9	0	CALM	7:11	5:17	45
Sat Jan 30 01:13:23 2010	Memphis, TN	Freezing Rain 	21	1016.3	87	2.5	28	13	NE	7:01	5:26	31
Sat Jan 30 01:13:24 2010	Los Angeles, CA	Mostly Sunny 	66	1015.9	45	10	44	5	W	6:52	5:21	66
Sat Jan 30 01:13:25 2010	El Paso, TX	Partly Cloudy 	45	1017.4	52	10	30	5	N	7:01	5:37	47
Sat Jan 30 01:13:25 2010	Manhattan, NY	Mostly Clear	12	1024.2	30	10	0	9	WNW	7:09	5:10	22
Sat Jan 30 01:13:26 2010	Baltimore, MD	 	25	1027.6	23	999	-2	*	*	7:16	5:23	25
Sat Jan 30 01:13:27 2010	Las Vegas, NV	Mostly Sunny 	56	1015.6	39	10	31	6	N	6:42	5:03	56
Sat Jan 30 01:13:28 2010	Washington, DC	Cloudy 	16	1028.3	26	10	1	10	NNW	7:17	5:26	26
Sat Jan 30 01:13:29 2010	Austin, TX	Mostly Cloudy 	29	1018.4	65	10	28	21	NW	7:23	6:05	39
Sat Jan 30 01:13:30 2010	San Francisco, CA	Mostly Cloudy 	59	1014.2	60	10	45	15	SSE	7:16	5:30	59
Sat Jan 30 01:13:31 2010	Oklahoma City, OK	Snow 	11	*	100	0.5	23	14	N	7:32	5:55	23
Sat Jan 30 01:13:32 2010	Nashville, TN	Snow Shower 	16	1020.8	85	1	23	12	NE	6:50	5:10	26
Sat Jan 30 01:13:33 2010	Fort Worth, TX	Cloudy 	20	1017.8	79	10	26	21	NW	7:26	5:59	32
Sat Jan 30 01:13:34 2010	Phoenix, AZ	Partly Cloudy 	66	1014.9	43	10	43	3	ESE	7:26	5:57	66
Sat Jan 30 01:13:35 2010	Portland, OR	Cloudy 	44	1014.3	69	10	39	13	ESE	7:35	5:13	49
Sat Jan 30 01:13:36 2010	Chicago, IL	Mostly Cloudy 	8	1031.2	59	10	8	8	ENE	7:06	5:02	18
Sat Jan 30 01:13:36 2010	San Antonio, TX	Mostly Sunny 	46	1017.0	50	10	32	12	NNW	7:25	6:10	50
Sat Jan 30 01:13:37 2010	Indianapolis, IN	Cloudy 	6	1027.5	59	10	8	10	ENE	7:55	6:00	18
Sat Jan 30 01:13:39 2010	Jacksonville, FL	Cloudy 	60	1017.3	57	10	45	9	E	7:19	6:01	60
Sat Jan 30 01:13:40 2010	Worthington, OH	Mostly Clear	4	1030.2	55	10	3	7	NNE	7:44	5:48	14
Sat Jan 30 01:13:41 2010	Dallas, TX	Cloudy 	23	1017.5	85	10	29	16	NW	7:24	5:57	33
Sat Jan 30 01:13:42 2010	Houston, TX	Cloudy 	40	*	76	10	39	14	NW	7:13	5:57	46
Sat Jan 30 01:13:43 2010	Seattle, WA	Mostly Cloudy 	56	1014.3	49	10	37	0	CALM	7:39	5:06	56
Sat Jan 30 01:13:44 2010	Milwaukee, WI	Partly Cloudy 	15	1031.6	54	10	4	3	NNE	7:10	5:01	15
Sat Jan 30 01:13:45 2010	Detroit, MI	Mostly Clear	11	1031.1	37	10	0	5	NNE	7:49	5:42	18
Sat Jan 30 01:13:46 2010	Philadelphia, PA	Mostly Clear	11	1026.5	32	10	1	10	WNW	7:12	5:16	22
Sat Jan 30 01:57:16 2010	San Jose, CA	Mostly Cloudy 	61	1014.4	56	10	45	17	S	7:13	5:29	61
Sat Jan 30 01:57:17 2010	Charlotte, NC	Mixed 	25	*	93	3	30	8	NNE	7:25	5:49	32
Sat Jan 30 01:57:18 2010	San Diego, CA	Mostly Cloudy 	62	1016.8	70	9	52	6	WNW	6:45	5:19	62
Sat Jan 30 01:57:19 2010	Edgewater, CO	Partly Cloudy 	45	*	23	999	9	0	CALM	7:11	5:17	45
Sat Jan 30 01:57:20 2010	Los Angeles, CA	Mostly Sunny 	66	1015.9	45	10	44	5	W	6:52	5:21	66
Sat Jan 30 01:57:20 2010	Memphis, TN	Freezing Rain 	21	1016.3	87	2.5	28	13	NE	7:01	5:26	31
Sat Jan 30 01:57:21 2010	El Paso, TX	Partly Cloudy 	45	1017.4	52	10	30	5	N	7:01	5:37	47
Sat Jan 30 01:57:22 2010	Manhattan, NY	Mostly Clear	12	1024.2	30	10	0	9	WNW	7:09	5:10	22
Sat Jan 30 01:57:23 2010	Baltimore, MD	 	25	1027.6	23	999	-2	*	*	7:16	5:23	25
Sat Jan 30 01:57:24 2010	Las Vegas, NV	Mostly Sunny 	56	1015.6	39	10	31	6	N	6:42	5:03	56
Sat Jan 30 01:57:25 2010	Washington, DC	Cloudy 	16	1028.3	26	10	1	10	NNW	7:17	5:26	26
Sat Jan 30 01:57:26 2010	Austin, TX	Mostly Cloudy 	29	1018.4	65	10	28	21	NW	7:23	6:05	39
Sat Jan 30 01:57:27 2010	San Francisco, CA	Mostly Cloudy 	59	1014.2	60	10	45	15	SSE	7:16	5:30	59
Sat Jan 30 01:57:28 2010	Oklahoma City, OK	Snow 	11	*	100	0.5	23	14	N	7:32	5:55	23
Sat Jan 30 01:57:29 2010	Nashville, TN	Snow Shower 	16	1020.8	85	1	23	12	NE	6:50	5:10	26
Sat Jan 30 01:57:30 2010	Fort Worth, TX	Cloudy 	20	1017.8	79	10	26	21	NW	7:26	5:59	32
Sat Jan 30 01:57:31 2010	Phoenix, AZ	Partly Cloudy 	66	1014.9	43	10	43	3	ESE	7:26	5:57	66
Sat Jan 30 01:57:32 2010	Portland, OR	Cloudy 	44	1014.3	69	10	39	13	ESE	7:35	5:13	49
Sat Jan 30 01:57:33 2010	Chicago, IL	Mostly Cloudy 	8	1031.2	59	10	8	8	ENE	7:06	5:02	18
Sat Jan 30 01:57:33 2010	San Antonio, TX	Mostly Sunny 	46	1017.0	50	10	32	12	NNW	7:25	6:10	50
Sat Jan 30 01:57:34 2010	Indianapolis, IN	Cloudy 	6	1027.5	59	10	8	10	ENE	7:55	6:00	18
Sat Jan 30 01:57:36 2010	Jacksonville, FL	Cloudy 	60	1017.3	57	10	45	9	E	7:19	6:01	60
Sat Jan 30 01:57:37 2010	Worthington, OH	Mostly Clear	4	1030.2	55	10	3	7	NNE	7:44	5:48	14
Sat Jan 30 01:57:38 2010	Dallas, TX	Cloudy 	23	1017.5	85	10	29	16	NW	7:24	5:57	33
Sat Jan 30 01:57:39 2010	Houston, TX	Cloudy 	40	*	76	10	39	14	NW	7:13	5:57	46
Sat Jan 30 01:57:40 2010	Seattle, WA	Mostly Cloudy 	56	1014.3	49	10	37	0	CALM	7:39	5:06	56
Sat Jan 30 01:57:41 2010	Milwaukee, WI	Partly Cloudy 	15	1031.6	54	10	4	3	NNE	7:10	5:01	15
Sat Jan 30 01:57:42 2010	Detroit, MI	Mostly Clear	11	1031.1	37	10	0	5	NNE	7:49	5:42	18
Sat Jan 30 01:57:42 2010	Philadelphia, PA	Mostly Clear	11	1026.5	32	10	1	10	WNW	7:12	5:16	22
Sat Jan 30 02:41:33 2010	San Jose, CA	Mostly Cloudy 	59	1014.2	55	10	43	13	S	7:13	5:29	59
Sat Jan 30 02:41:34 2010	Charlotte, NC	Snow Shower	27	*	87	1	30	8	ENE	7:25	5:49	34
Sat Jan 30 02:41:35 2010	San Diego, CA	Cloudy 	61	1016.8	70	10	51	6	WNW	6:45	5:19	61
Sat Jan 30 02:41:37 2010	Edgewater, CO	Partly Cloudy 	45	*	23	999	9	0	CALM	7:11	5:17	45
Sat Jan 30 02:41:38 2010	Memphis, TN	Freezing Rain	19	1015.2	82	3	27	17	NE	7:01	5:26	31
Sat Jan 30 02:41:39 2010	El Paso, TX	Partly Cloudy 	47	1017.7	54	10	31	3	N	7:01	5:37	47
Sat Jan 30 02:41:39 2010	Los Angeles, CA	Mostly Sunny 	66	1015.9	48	10	46	3	VAR	6:52	5:21	66
Sat Jan 30 02:41:40 2010	Manhattan, NY	Mostly Clear	10	1024.6	34	10	1	10	W	7:09	5:10	21
Sat Jan 30 02:41:41 2010	Baltimore, MD	 	25	1027.8	26	999	0	*	*	7:16	5:23	25
Sat Jan 30 02:41:42 2010	Las Vegas, NV	Mostly Sunny 	56	1015.5	39	10	31	6	NE	6:42	5:03	56
Sat Jan 30 02:41:43 2010	Washington, DC	Cloudy 	16	1028.5	26	10	1	12	WNW	7:17	5:26	26
Sat Jan 30 02:41:44 2010	Austin, TX	Partly Cloudy 	29	1018.9	57	10	25	21	NW	7:23	6:05	39
Sat Jan 30 02:41:45 2010	San Francisco, CA	Showers 	58	1014.0	65	10	46	10	S	7:16	5:30	58
Sat Jan 30 02:41:46 2010	Oklahoma City, OK	Foggy 	11	1019.3	100	2	23	12	N	7:32	5:55	23
Sat Jan 30 02:41:47 2010	Nashville, TN	Snow Shower	15	*	83	1	23	15	NE	6:50	5:10	27
Sat Jan 30 02:41:48 2010	Fort Worth, TX	Cloudy 	20	1018.8	74	10	25	16	NW	7:26	5:59	31
Sat Jan 30 02:41:49 2010	Phoenix, AZ	Partly Cloudy 	65	1014.7	43	10	42	3	SW	7:26	5:57	65
Sat Jan 30 02:41:49 2010	Portland, OR	Cloudy 	45	1014.5	66	10	38	9	ESE	7:35	5:13	49
Sat Jan 30 02:41:51 2010	Chicago, IL	Snow Shower	11	1031.4	59	9	8	5	N	7:06	5:02	18
Sat Jan 30 02:41:51 2010	San Antonio, TX	Mostly Sunny 	42	1018.0	50	10	29	12	NNW	7:25	6:10	47
Sat Jan 30 02:41:52 2010	Indianapolis, IN	Cloudy 	5	1027.8	55	10	7	13	ENE	7:55	6:00	18
Sat Jan 30 02:41:54 2010	Jacksonville, FL	Cloudy 	59	1017.1	69	10	49	5	ENE	7:19	6:01	59
Sat Jan 30 02:41:55 2010	Worthington, OH	Mostly Clear	3	1030.0	58	10	3	7	NNE	7:44	5:48	13
Sat Jan 30 02:41:56 2010	Dallas, TX	Cloudy 	22	1018.3	78	10	27	20	NW	7:24	5:57	33
Sat Jan 30 02:41:57 2010	Houston, TX	Cloudy 	38	*	76	10	37	14	NW	7:13	5:57	45
Sat Jan 30 02:41:58 2010	Seattle, WA	Cloudy 	54	1014.4	55	10	38	0	CALM	7:39	5:06	54
