12	www.myforecast.com		
Mon Feb  1 13:21:23 2010	 Detroit, MI	Today's Outlook:  A quiet work week start is in store for much of the U.S., with the exception of light snow for the northern Plains and Rockies and rain for the Gulf Coast and Northwest.Snow Heads into Northern PlainsSnow Continues in Mid-Atlantic: A winter storm continues to bring a fluffy snow accumulation to the Mid-Atlantic. Travel will remain hazardous overnight.How did the groundhog become a forecaster?Several notable storms have struck the U.S. on Groundhog Day in the last 100 years.All Stories. 	
Mon Feb  1 13:21:25 2010	 Philadelphia, PA	Today's Outlook:  A quiet work week start is in store for much of the U.S., with the exception of light snow for the northern Plains and Rockies and rain for the Gulf Coast and Northwest.Snow Heads into Northern PlainsSnow Continues in Mid-Atlantic: A winter storm continues to bring a fluffy snow accumulation to the Mid-Atlantic. Travel will remain hazardous overnight.How did the groundhog become a forecaster?Several notable storms have struck the U.S. on Groundhog Day in the last 100 years.All Stories. 	
Mon Feb  1 14:04:30 2010	 San Jose, CA	Today's Outlook:  A quiet work week start is in store for much of the U.S., with the exception of light snow for the northern Plains and Rockies and rain for the Gulf Coast and Northwest.Snow Heads into Northern PlainsSnow Continues in Mid-Atlantic: A winter storm continues to bring a fluffy snow accumulation to the Mid-Atlantic. Travel will remain hazardous overnight.How did the groundhog become a forecaster?Several notable storms have struck the U.S. on Groundhog Day in the last 100 years.All Stories. 	
Mon Feb  1 14:04:31 2010	 Charlotte, NC	Today's Outlook:  A quiet work week start is in store for much of the U.S., with the exception of light snow for the northern Plains and Rockies and rain for the Gulf Coast and Northwest.Snow Heads into Northern PlainsSnow Continues in Mid-Atlantic: A winter storm continues to bring a fluffy snow accumulation to the Mid-Atlantic. Travel will remain hazardous overnight.How did the groundhog become a forecaster?Several notable storms have struck the U.S. on Groundhog Day in the last 100 years.All Stories. 	
Mon Feb  1 14:04:32 2010	 San Diego, CA	Today's Outlook:  A quiet work week start is in store for much of the U.S., with the exception of light snow for the northern Plains and Rockies and rain for the Gulf Coast and Northwest.Snow Heads into Northern PlainsSnow Continues in Mid-Atlantic: A winter storm continues to bring a fluffy snow accumulation to the Mid-Atlantic. Travel will remain hazardous overnight.How did the groundhog become a forecaster?Several notable storms have struck the U.S. on Groundhog Day in the last 100 years.All Stories. 	
Mon Feb  1 14:04:33 2010	 Denver, CO	Today's Outlook:  A quiet work week start is in store for much of the U.S., with the exception of light snow for the northern Plains and Rockies and rain for the Gulf Coast and Northwest.Snow Heads into Northern PlainsSnow Continues in Mid-Atlantic: A winter storm continues to bring a fluffy snow accumulation to the Mid-Atlantic. Travel will remain hazardous overnight.How did the groundhog become a forecaster?Several notable storms have struck the U.S. on Groundhog Day in the last 100 years.All Stories. 	
Mon Feb  1 14:04:35 2010	 Memphis, TN	Today's Outlook:  A quiet work week start is in store for much of the U.S., with the exception of light snow for the northern Plains and Rockies and rain for the Gulf Coast and Northwest.Snow Heads into Northern PlainsSnow Continues in Mid-Atlantic: A winter storm continues to bring a fluffy snow accumulation to the Mid-Atlantic. Travel will remain hazardous overnight.How did the groundhog become a forecaster?Several notable storms have struck the U.S. on Groundhog Day in the last 100 years.All Stories. 	
Mon Feb  1 14:04:36 2010	 Los Angeles, CA	Today's Outlook:  A quiet work week start is in store for much of the U.S., with the exception of light snow for the northern Plains and Rockies and rain for the Gulf Coast and Northwest.Snow Heads into Northern PlainsSnow Continues in Mid-Atlantic: A winter storm continues to bring a fluffy snow accumulation to the Mid-Atlantic. Travel will remain hazardous overnight.How did the groundhog become a forecaster?Several notable storms have struck the U.S. on Groundhog Day in the last 100 years.All Stories. 	
Mon Feb  1 14:04:37 2010	 El Paso, TX	Today's Outlook:  A quiet work week start is in store for much of the U.S., with the exception of light snow for the northern Plains and Rockies and rain for the Gulf Coast and Northwest.Snow Heads into Northern PlainsSnow Continues in Mid-Atlantic: A winter storm continues to bring a fluffy snow accumulation to the Mid-Atlantic. Travel will remain hazardous overnight.How did the groundhog become a forecaster?Several notable storms have struck the U.S. on Groundhog Day in the last 100 years.All Stories. 	
Mon Feb  1 14:04:40 2010	 New York, NY	Today's Outlook:  A quiet work week start is in store for much of the U.S., with the exception of light snow for the northern Plains and Rockies and rain for the Gulf Coast and Northwest.Snow Heads into Northern PlainsSnow Continues in Mid-Atlantic: A winter storm continues to bring a fluffy snow accumulation to the Mid-Atlantic. Travel will remain hazardous overnight.How did the groundhog become a forecaster?Several notable storms have struck the U.S. on Groundhog Day in the last 100 years.All Stories. 	
Mon Feb  1 14:04:43 2010	 Baltimore, MD	Today's Outlook:  A quiet work week start is in store for much of the U.S., with the exception of light snow for the northern Plains and Rockies and rain for the Gulf Coast and Northwest.Snow Heads into Northern PlainsSnow Continues in Mid-Atlantic: A winter storm continues to bring a fluffy snow accumulation to the Mid-Atlantic. Travel will remain hazardous overnight.How did the groundhog become a forecaster?Several notable storms have struck the U.S. on Groundhog Day in the last 100 years.All Stories. 	
Mon Feb  1 14:04:45 2010	 Las Vegas, NV	Today's Outlook:  A quiet work week start is in store for much of the U.S., with the exception of light snow for the northern Plains and Rockies and rain for the Gulf Coast and Northwest.Snow Heads into Northern PlainsSnow Continues in Mid-Atlantic: A winter storm continues to bring a fluffy snow accumulation to the Mid-Atlantic. Travel will remain hazardous overnight.How did the groundhog become a forecaster?Several notable storms have struck the U.S. on Groundhog Day in the last 100 years.All Stories. 	
Mon Feb  1 14:04:47 2010	 Washington, DC		
Mon Feb  1 14:04:49 2010	 Austin, TX	Today's Outlook:  A quiet work week start is in store for much of the U.S., with the exception of light snow for the northern Plains and Rockies and rain for the Gulf Coast and Northwest.Snow Heads into Northern PlainsSnow Continues in Mid-Atlantic: A winter storm continues to bring a fluffy snow accumulation to the Mid-Atlantic. Travel will remain hazardous overnight.How did the groundhog become a forecaster?Several notable storms have struck the U.S. on Groundhog Day in the last 100 years.All Stories. 	
Mon Feb  1 14:04:50 2010	 San Francisco, CA		
Mon Feb  1 14:04:52 2010	 Oklahoma City, OK	Today's Outlook:  A quiet work week start is in store for much of the U.S., with the exception of light snow for the northern Plains and Rockies and rain for the Gulf Coast and Northwest.Snow Heads into Northern PlainsSnow Continues in Mid-Atlantic: A winter storm continues to bring a fluffy snow accumulation to the Mid-Atlantic. Travel will remain hazardous overnight.How did the groundhog become a forecaster?Several notable storms have struck the U.S. on Groundhog Day in the last 100 years.All Stories. 	
Mon Feb  1 14:04:55 2010	 Nashville, TN	Today's Outlook:  A quiet work week start is in store for much of the U.S., with the exception of light snow for the northern Plains and Rockies and rain for the Gulf Coast and Northwest.Snow Heads into Northern PlainsSnow Continues in Mid-Atlantic: A winter storm continues to bring a fluffy snow accumulation to the Mid-Atlantic. Travel will remain hazardous overnight.How did the groundhog become a forecaster?Several notable storms have struck the U.S. on Groundhog Day in the last 100 years.All Stories. 	
Mon Feb  1 14:04:57 2010	 Fort Worth, TX	Today's Outlook:  A quiet work week start is in store for much of the U.S., with the exception of light snow for the northern Plains and Rockies and rain for the Gulf Coast and Northwest.Snow Heads into Northern PlainsSnow Continues in Mid-Atlantic: A winter storm continues to bring a fluffy snow accumulation to the Mid-Atlantic. Travel will remain hazardous overnight.How did the groundhog become a forecaster?Several notable storms have struck the U.S. on Groundhog Day in the last 100 years.All Stories. 	
Mon Feb  1 14:04:58 2010	 Phoenix, AZ	Today's Outlook:  A quiet work week start is in store for much of the U.S., with the exception of light snow for the northern Plains and Rockies and rain for the Gulf Coast and Northwest.Snow Heads into Northern PlainsSnow Continues in Mid-Atlantic: A winter storm continues to bring a fluffy snow accumulation to the Mid-Atlantic. Travel will remain hazardous overnight.How did the groundhog become a forecaster?Several notable storms have struck the U.S. on Groundhog Day in the last 100 years.All Stories. 	
Mon Feb  1 14:04:59 2010	 Portland, OR	Today's Outlook:  A quiet work week start is in store for much of the U.S., with the exception of light snow for the northern Plains and Rockies and rain for the Gulf Coast and Northwest.Snow Heads into Northern PlainsSnow Continues in Mid-Atlantic: A winter storm continues to bring a fluffy snow accumulation to the Mid-Atlantic. Travel will remain hazardous overnight.How did the groundhog become a forecaster?Several notable storms have struck the U.S. on Groundhog Day in the last 100 years.All Stories. 	
Mon Feb  1 14:05:00 2010	 Chicago, IL	Today's Outlook:  A quiet work week start is in store for much of the U.S., with the exception of light snow for the northern Plains and Rockies and rain for the Gulf Coast and Northwest.Snow Heads into Northern PlainsSnow Continues in Mid-Atlantic: A winter storm continues to bring a fluffy snow accumulation to the Mid-Atlantic. Travel will remain hazardous overnight.How did the groundhog become a forecaster?Several notable storms have struck the U.S. on Groundhog Day in the last 100 years.All Stories. 	
Mon Feb  1 14:05:01 2010	 San Antonio, TX	Today's Outlook:  A quiet work week start is in store for much of the U.S., with the exception of light snow for the northern Plains and Rockies and rain for the Gulf Coast and Northwest.Snow Heads into Northern PlainsSnow Continues in Mid-Atlantic: A winter storm continues to bring a fluffy snow accumulation to the Mid-Atlantic. Travel will remain hazardous overnight.How did the groundhog become a forecaster?Several notable storms have struck the U.S. on Groundhog Day in the last 100 years.All Stories. 	
Mon Feb  1 14:05:02 2010	 Indianapolis, IN	Today's Outlook:  A quiet work week start is in store for much of the U.S., with the exception of light snow for the northern Plains and Rockies and rain for the Gulf Coast and Northwest.Snow Heads into Northern PlainsSnow Continues in Mid-Atlantic: A winter storm continues to bring a fluffy snow accumulation to the Mid-Atlantic. Travel will remain hazardous overnight.How did the groundhog become a forecaster?Several notable storms have struck the U.S. on Groundhog Day in the last 100 years.All Stories. 	
Mon Feb  1 14:05:04 2010	 Boston, MA	Today's Outlook:  A quiet work week start is in store for much of the U.S., with the exception of light snow for the northern Plains and Rockies and rain for the Gulf Coast and Northwest.Snow Heads into Northern PlainsSnow Continues in Mid-Atlantic: A winter storm continues to bring a fluffy snow accumulation to the Mid-Atlantic. Travel will remain hazardous overnight.How did the groundhog become a forecaster?Several notable storms have struck the U.S. on Groundhog Day in the last 100 years.All Stories. 	
Mon Feb  1 14:05:04 2010	 Jacksonville, FL	Today's Outlook:  A quiet work week start is in store for much of the U.S., with the exception of light snow for the northern Plains and Rockies and rain for the Gulf Coast and Northwest.Snow Heads into Northern PlainsSnow Continues in Mid-Atlantic: A winter storm continues to bring a fluffy snow accumulation to the Mid-Atlantic. Travel will remain hazardous overnight.How did the groundhog become a forecaster?Several notable storms have struck the U.S. on Groundhog Day in the last 100 years.All Stories. 	
Mon Feb  1 14:05:07 2010	 Columbus, OH	Today's Outlook:  A quiet work week start is in store for much of the U.S., with the exception of light snow for the northern Plains and Rockies and rain for the Gulf Coast and Northwest.Snow Heads into Northern PlainsSnow Continues in Mid-Atlantic: A winter storm continues to bring a fluffy snow accumulation to the Mid-Atlantic. Travel will remain hazardous overnight.How did the groundhog become a forecaster?Several notable storms have struck the U.S. on Groundhog Day in the last 100 years.All Stories. 	
Mon Feb  1 14:05:09 2010	 Dallas, TX	Today's Outlook:  A quiet work week start is in store for much of the U.S., with the exception of light snow for the northern Plains and Rockies and rain for the Gulf Coast and Northwest.Snow Heads into Northern PlainsSnow Continues in Mid-Atlantic: A winter storm continues to bring a fluffy snow accumulation to the Mid-Atlantic. Travel will remain hazardous overnight.How did the groundhog become a forecaster?Several notable storms have struck the U.S. on Groundhog Day in the last 100 years.All Stories. 	
Mon Feb  1 14:05:11 2010	 Houston, TX	Today's Outlook:  A quiet work week start is in store for much of the U.S., with the exception of light snow for the northern Plains and Rockies and rain for the Gulf Coast and Northwest.Snow Heads into Northern PlainsSnow Continues in Mid-Atlantic: A winter storm continues to bring a fluffy snow accumulation to the Mid-Atlantic. Travel will remain hazardous overnight.How did the groundhog become a forecaster?Several notable storms have struck the U.S. on Groundhog Day in the last 100 years.All Stories. 	
Mon Feb  1 14:05:14 2010	 Seattle, WA	Today's Outlook:  A quiet work week start is in store for much of the U.S., with the exception of light snow for the northern Plains and Rockies and rain for the Gulf Coast and Northwest.Snow Heads into Northern PlainsSnow Continues in Mid-Atlantic: A winter storm continues to bring a fluffy snow accumulation to the Mid-Atlantic. Travel will remain hazardous overnight.How did the groundhog become a forecaster?Several notable storms have struck the U.S. on Groundhog Day in the last 100 years.All Stories. 	
Mon Feb  1 14:05:15 2010	 Milwaukee, WI	Today's Outlook:  A quiet work week start is in store for much of the U.S., with the exception of light snow for the northern Plains and Rockies and rain for the Gulf Coast and Northwest.Snow Heads into Northern PlainsSnow Continues in Mid-Atlantic: A winter storm continues to bring a fluffy snow accumulation to the Mid-Atlantic. Travel will remain hazardous overnight.How did the groundhog become a forecaster?Several notable storms have struck the U.S. on Groundhog Day in the last 100 years.All Stories. 	
Mon Feb  1 14:05:16 2010	 Detroit, MI	Today's Outlook:  A quiet work week start is in store for much of the U.S., with the exception of light snow for the northern Plains and Rockies and rain for the Gulf Coast and Northwest.Snow Heads into Northern PlainsSnow Continues in Mid-Atlantic: A winter storm continues to bring a fluffy snow accumulation to the Mid-Atlantic. Travel will remain hazardous overnight.How did the groundhog become a forecaster?Several notable storms have struck the U.S. on Groundhog Day in the last 100 years.All Stories. 	
Mon Feb  1 14:05:17 2010	 Philadelphia, PA	Today's Outlook:  A quiet work week start is in store for much of the U.S., with the exception of light snow for the northern Plains and Rockies and rain for the Gulf Coast and Northwest.Snow Heads into Northern PlainsSnow Continues in Mid-Atlantic: A winter storm continues to bring a fluffy snow accumulation to the Mid-Atlantic. Travel will remain hazardous overnight.How did the groundhog become a forecaster?Several notable storms have struck the U.S. on Groundhog Day in the last 100 years.All Stories. 	
Mon Feb  1 14:49:32 2010	 San Jose, CA	Today's Outlook:  A quiet work week start is in store for much of the U.S., with the exception of light snow for the northern Plains and Rockies and rain for the Gulf Coast and Northwest.Snow Heads into Northern PlainsSnow Continues in Mid-Atlantic: A winter storm continues to bring a fluffy snow accumulation to the Mid-Atlantic. Travel will remain hazardous overnight.How did the groundhog become a forecaster?Several notable storms have struck the U.S. on Groundhog Day in the last 100 years.All Stories. 	
Mon Feb  1 14:49:33 2010	 Charlotte, NC		
Mon Feb  1 14:49:34 2010	 San Diego, CA	Today's Outlook:  A quiet work week start is in store for much of the U.S., with the exception of light snow for the northern Plains and Rockies and rain for the Gulf Coast and Northwest.Snow Heads into Northern PlainsSnow Continues in Mid-Atlantic: A winter storm continues to bring a fluffy snow accumulation to the Mid-Atlantic. Travel will remain hazardous overnight.How did the groundhog become a forecaster?Several notable storms have struck the U.S. on Groundhog Day in the last 100 years.All Stories. 	
Mon Feb  1 14:49:35 2010	 Denver, CO	Today's Outlook:  A quiet work week start is in store for much of the U.S., with the exception of light snow for the northern Plains and Rockies and rain for the Gulf Coast and Northwest.Snow Heads into Northern PlainsSnow Continues in Mid-Atlantic: A winter storm continues to bring a fluffy snow accumulation to the Mid-Atlantic. Travel will remain hazardous overnight.How did the groundhog become a forecaster?Several notable storms have struck the U.S. on Groundhog Day in the last 100 years.All Stories. 	
Mon Feb  1 14:49:38 2010	 Memphis, TN	Today's Outlook:  A quiet work week start is in store for much of the U.S., with the exception of light snow for the northern Plains and Rockies and rain for the Gulf Coast and Northwest.Snow Heads into Northern PlainsSnow Continues in Mid-Atlantic: A winter storm continues to bring a fluffy snow accumulation to the Mid-Atlantic. Travel will remain hazardous overnight.How did the groundhog become a forecaster?Several notable storms have struck the U.S. on Groundhog Day in the last 100 years.All Stories. 	
Mon Feb  1 14:49:39 2010	 Los Angeles, CA	Today's Outlook:  A quiet work week start is in store for much of the U.S., with the exception of light snow for the northern Plains and Rockies and rain for the Gulf Coast and Northwest.Snow Heads into Northern PlainsSnow Continues in Mid-Atlantic: A winter storm continues to bring a fluffy snow accumulation to the Mid-Atlantic. Travel will remain hazardous overnight.How did the groundhog become a forecaster?Several notable storms have struck the U.S. on Groundhog Day in the last 100 years.All Stories. 	
Mon Feb  1 14:49:40 2010	 El Paso, TX	Today's Outlook:  A quiet work week start is in store for much of the U.S., with the exception of light snow for the northern Plains and Rockies and rain for the Gulf Coast and Northwest.Snow Heads into Northern PlainsSnow Continues in Mid-Atlantic: A winter storm continues to bring a fluffy snow accumulation to the Mid-Atlantic. Travel will remain hazardous overnight.How did the groundhog become a forecaster?Several notable storms have struck the U.S. on Groundhog Day in the last 100 years.All Stories. 	
Mon Feb  1 14:49:42 2010	 New York, NY	Today's Outlook:  A quiet work week start is in store for much of the U.S., with the exception of light snow for the northern Plains and Rockies and rain for the Gulf Coast and Northwest.Snow Heads into Northern PlainsSnow Continues in Mid-Atlantic: A winter storm continues to bring a fluffy snow accumulation to the Mid-Atlantic. Travel will remain hazardous overnight.How did the groundhog become a forecaster?Several notable storms have struck the U.S. on Groundhog Day in the last 100 years.All Stories. 	
Mon Feb  1 14:49:45 2010	 Baltimore, MD	Today's Outlook:  A quiet work week start is in store for much of the U.S., with the exception of light snow for the northern Plains and Rockies and rain for the Gulf Coast and Northwest.Snow Heads into Northern PlainsSnow Continues in Mid-Atlantic: A winter storm continues to bring a fluffy snow accumulation to the Mid-Atlantic. Travel will remain hazardous overnight.How did the groundhog become a forecaster?Several notable storms have struck the U.S. on Groundhog Day in the last 100 years.All Stories. 	
Mon Feb  1 14:49:47 2010	 Las Vegas, NV	Today's Outlook:  A quiet work week start is in store for much of the U.S., with the exception of light snow for the northern Plains and Rockies and rain for the Gulf Coast and Northwest.Snow Heads into Northern PlainsSnow Continues in Mid-Atlantic: A winter storm continues to bring a fluffy snow accumulation to the Mid-Atlantic. Travel will remain hazardous overnight.How did the groundhog become a forecaster?Several notable storms have struck the U.S. on Groundhog Day in the last 100 years.All Stories. 	
Mon Feb  1 14:49:50 2010	 Washington, DC		
Mon Feb  1 14:49:51 2010	 Austin, TX	Today's Outlook:  A quiet work week start is in store for much of the U.S., with the exception of light snow for the northern Plains and Rockies and rain for the Gulf Coast and Northwest.Snow Heads into Northern PlainsSnow Continues in Mid-Atlantic: A winter storm continues to bring a fluffy snow accumulation to the Mid-Atlantic. Travel will remain hazardous overnight.How did the groundhog become a forecaster?Several notable storms have struck the U.S. on Groundhog Day in the last 100 years.All Stories. 	
Mon Feb  1 14:49:53 2010	 San Francisco, CA		
Mon Feb  1 14:49:55 2010	 Oklahoma City, OK	Today's Outlook:  A quiet work week start is in store for much of the U.S., with the exception of light snow for the northern Plains and Rockies and rain for the Gulf Coast and Northwest.Snow Heads into Northern PlainsSnow Continues in Mid-Atlantic: A winter storm continues to bring a fluffy snow accumulation to the Mid-Atlantic. Travel will remain hazardous overnight.How did the groundhog become a forecaster?Several notable storms have struck the U.S. on Groundhog Day in the last 100 years.All Stories. 	
Mon Feb  1 14:49:57 2010	 Nashville, TN	Today's Outlook:  A quiet work week start is in store for much of the U.S., with the exception of light snow for the northern Plains and Rockies and rain for the Gulf Coast and Northwest.Snow Heads into Northern PlainsSnow Continues in Mid-Atlantic: A winter storm continues to bring a fluffy snow accumulation to the Mid-Atlantic. Travel will remain hazardous overnight.How did the groundhog become a forecaster?Several notable storms have struck the U.S. on Groundhog Day in the last 100 years.All Stories. 	
Mon Feb  1 14:49:59 2010	 Fort Worth, TX	Today's Outlook:  A quiet work week start is in store for much of the U.S., with the exception of light snow for the northern Plains and Rockies and rain for the Gulf Coast and Northwest.Snow Heads into Northern PlainsSnow Continues in Mid-Atlantic: A winter storm continues to bring a fluffy snow accumulation to the Mid-Atlantic. Travel will remain hazardous overnight.How did the groundhog become a forecaster?Several notable storms have struck the U.S. on Groundhog Day in the last 100 years.All Stories. 	
Mon Feb  1 14:50:06 2010	 Phoenix, AZ	Today's Outlook:  A quiet work week start is in store for much of the U.S., with the exception of light snow for the northern Plains and Rockies and rain for the Gulf Coast and Northwest.Snow Heads into Northern PlainsSnow Continues in Mid-Atlantic: A winter storm continues to bring a fluffy snow accumulation to the Mid-Atlantic. Travel will remain hazardous overnight.How did the groundhog become a forecaster?Several notable storms have struck the U.S. on Groundhog Day in the last 100 years.All Stories. 	
Mon Feb  1 14:50:10 2010	 Portland, OR	Today's Outlook:  A quiet work week start is in store for much of the U.S., with the exception of light snow for the northern Plains and Rockies and rain for the Gulf Coast and Northwest.Snow Heads into Northern PlainsSnow Continues in Mid-Atlantic: A winter storm continues to bring a fluffy snow accumulation to the Mid-Atlantic. Travel will remain hazardous overnight.How did the groundhog become a forecaster?Several notable storms have struck the U.S. on Groundhog Day in the last 100 years.All Stories. 	
Mon Feb  1 14:50:11 2010	 Chicago, IL	Today's Outlook:  A quiet work week start is in store for much of the U.S., with the exception of light snow for the northern Plains and Rockies and rain for the Gulf Coast and Northwest.Snow Heads into Northern PlainsSnow Continues in Mid-Atlantic: A winter storm continues to bring a fluffy snow accumulation to the Mid-Atlantic. Travel will remain hazardous overnight.How did the groundhog become a forecaster?Several notable storms have struck the U.S. on Groundhog Day in the last 100 years.All Stories. 	
Mon Feb  1 14:50:14 2010	 San Antonio, TX	Today's Outlook:  A quiet work week start is in store for much of the U.S., with the exception of light snow for the northern Plains and Rockies and rain for the Gulf Coast and Northwest.Snow Heads into Northern PlainsSnow Continues in Mid-Atlantic: A winter storm continues to bring a fluffy snow accumulation to the Mid-Atlantic. Travel will remain hazardous overnight.How did the groundhog become a forecaster?Several notable storms have struck the U.S. on Groundhog Day in the last 100 years.All Stories. 	
Mon Feb  1 14:50:16 2010	 Indianapolis, IN	Today's Outlook:  A quiet work week start is in store for much of the U.S., with the exception of light snow for the northern Plains and Rockies and rain for the Gulf Coast and Northwest.Snow Heads into Northern PlainsSnow Continues in Mid-Atlantic: A winter storm continues to bring a fluffy snow accumulation to the Mid-Atlantic. Travel will remain hazardous overnight.How did the groundhog become a forecaster?Several notable storms have struck the U.S. on Groundhog Day in the last 100 years.All Stories. 	
Mon Feb  1 14:50:17 2010	 Boston, MA	Today's Outlook:  A quiet work week start is in store for much of the U.S., with the exception of light snow for the northern Plains and Rockies and rain for the Gulf Coast and Northwest.Snow Heads into Northern PlainsSnow Continues in Mid-Atlantic: A winter storm continues to bring a fluffy snow accumulation to the Mid-Atlantic. Travel will remain hazardous overnight.How did the groundhog become a forecaster?Several notable storms have struck the U.S. on Groundhog Day in the last 100 years.All Stories. 	
Mon Feb  1 14:50:20 2010	 Jacksonville, FL	Today's Outlook:  A quiet work week start is in store for much of the U.S., with the exception of light snow for the northern Plains and Rockies and rain for the Gulf Coast and Northwest.Snow Heads into Northern PlainsSnow Continues in Mid-Atlantic: A winter storm continues to bring a fluffy snow accumulation to the Mid-Atlantic. Travel will remain hazardous overnight.How did the groundhog become a forecaster?Several notable storms have struck the U.S. on Groundhog Day in the last 100 years.All Stories. 	
Mon Feb  1 14:50:26 2010	 Columbus, OH	Today's Outlook:  A quiet work week start is in store for much of the U.S., with the exception of light snow for the northern Plains and Rockies and rain for the Gulf Coast and Northwest.Snow Heads into Northern PlainsSnow Continues in Mid-Atlantic: A winter storm continues to bring a fluffy snow accumulation to the Mid-Atlantic. Travel will remain hazardous overnight.How did the groundhog become a forecaster?Several notable storms have struck the U.S. on Groundhog Day in the last 100 years.All Stories. 	
Mon Feb  1 14:50:30 2010	 Dallas, TX	Today's Outlook:  A quiet work week start is in store for much of the U.S., with the exception of light snow for the northern Plains and Rockies and rain for the Gulf Coast and Northwest.Snow Heads into Northern PlainsSnow Continues in Mid-Atlantic: A winter storm continues to bring a fluffy snow accumulation to the Mid-Atlantic. Travel will remain hazardous overnight.How did the groundhog become a forecaster?Several notable storms have struck the U.S. on Groundhog Day in the last 100 years.All Stories. 	
Mon Feb  1 14:50:33 2010	 Houston, TX	Today's Outlook:  A quiet work week start is in store for much of the U.S., with the exception of light snow for the northern Plains and Rockies and rain for the Gulf Coast and Northwest.Snow Heads into Northern PlainsSnow Continues in Mid-Atlantic: A winter storm continues to bring a fluffy snow accumulation to the Mid-Atlantic. Travel will remain hazardous overnight.How did the groundhog become a forecaster?Several notable storms have struck the U.S. on Groundhog Day in the last 100 years.All Stories. 	
Mon Feb  1 14:50:34 2010	 Seattle, WA		
Mon Feb  1 14:50:37 2010	 Milwaukee, WI	Today's Outlook:  A quiet work week start is in store for much of the U.S., with the exception of light snow for the northern Plains and Rockies and rain for the Gulf Coast and Northwest.Snow Heads into Northern PlainsSnow Continues in Mid-Atlantic: A winter storm continues to bring a fluffy snow accumulation to the Mid-Atlantic. Travel will remain hazardous overnight.How did the groundhog become a forecaster?Several notable storms have struck the U.S. on Groundhog Day in the last 100 years.All Stories. 	
Mon Feb  1 14:50:38 2010	 Detroit, MI	Today's Outlook:  A quiet work week start is in store for much of the U.S., with the exception of light snow for the northern Plains and Rockies and rain for the Gulf Coast and Northwest.Snow Heads into Northern PlainsSnow Continues in Mid-Atlantic: A winter storm continues to bring a fluffy snow accumulation to the Mid-Atlantic. Travel will remain hazardous overnight.How did the groundhog become a forecaster?Several notable storms have struck the U.S. on Groundhog Day in the last 100 years.All Stories. 	
Mon Feb  1 14:50:40 2010	 Philadelphia, PA	Today's Outlook:  A quiet work week start is in store for much of the U.S., with the exception of light snow for the northern Plains and Rockies and rain for the Gulf Coast and Northwest.Snow Heads into Northern PlainsSnow Continues in Mid-Atlantic: A winter storm continues to bring a fluffy snow accumulation to the Mid-Atlantic. Travel will remain hazardous overnight.How did the groundhog become a forecaster?Several notable storms have struck the U.S. on Groundhog Day in the last 100 years.All Stories. 	
Mon Feb  1 15:33:19 2010	 San Jose, CA		
Mon Feb  1 15:33:20 2010	 Charlotte, NC		
Mon Feb  1 15:33:22 2010	 San Diego, CA	Today's Outlook:  A quiet work week start is in store for much of the U.S., with the exception of light snow for the northern Plains and Rockies and rain for the Gulf Coast and Northwest.Snow Heads into Northern PlainsSnow Continues in Mid-Atlantic: A winter storm continues to bring a fluffy snow accumulation to the Mid-Atlantic. Travel will remain hazardous overnight.How did the groundhog become a forecaster?Several notable storms have struck the U.S. on Groundhog Day in the last 100 years.All Stories. 	
Mon Feb  1 15:33:23 2010	 Denver, CO	Today's Outlook:  A quiet work week start is in store for much of the U.S., with the exception of light snow for the northern Plains and Rockies and rain for the Gulf Coast and Northwest.Snow Heads into Northern PlainsSnow Continues in Mid-Atlantic: A winter storm continues to bring a fluffy snow accumulation to the Mid-Atlantic. Travel will remain hazardous overnight.How did the groundhog become a forecaster?Several notable storms have struck the U.S. on Groundhog Day in the last 100 years.All Stories. 	
Mon Feb  1 15:33:25 2010	 Memphis, TN	Today's Outlook:  A quiet work week start is in store for much of the U.S., with the exception of light snow for the northern Plains and Rockies and rain for the Gulf Coast and Northwest.Snow Heads into Northern PlainsSnow Continues in Mid-Atlantic: A winter storm continues to bring a fluffy snow accumulation to the Mid-Atlantic. Travel will remain hazardous overnight.How did the groundhog become a forecaster?Several notable storms have struck the U.S. on Groundhog Day in the last 100 years.All Stories. 	
Mon Feb  1 15:33:27 2010	 Los Angeles, CA	Today's Outlook:  A quiet work week start is in store for much of the U.S., with the exception of light snow for the northern Plains and Rockies and rain for the Gulf Coast and Northwest.Snow Heads into Northern PlainsSnow Continues in Mid-Atlantic: A winter storm continues to bring a fluffy snow accumulation to the Mid-Atlantic. Travel will remain hazardous overnight.How did the groundhog become a forecaster?Several notable storms have struck the U.S. on Groundhog Day in the last 100 years.All Stories. 	
Mon Feb  1 15:33:28 2010	 El Paso, TX	Today's Outlook:  A quiet work week start is in store for much of the U.S., with the exception of light snow for the northern Plains and Rockies and rain for the Gulf Coast and Northwest.Snow Heads into Northern PlainsSnow Continues in Mid-Atlantic: A winter storm continues to bring a fluffy snow accumulation to the Mid-Atlantic. Travel will remain hazardous overnight.How did the groundhog become a forecaster?Several notable storms have struck the U.S. on Groundhog Day in the last 100 years.All Stories. 	
