#foreign_key_ltable=ltable.Sno
#foreign_key_rtable=rtable.Sno
#key=_id
#ltable=POINTER
#rtable=POINTER
Unnamed: 0,_id,ltable.Sno,rtable.Sno,ltable.Album_Name,ltable.Artist_Name,ltable.CopyRight,ltable.Released,ltable.Song_Name,ltable.Time,rtable.Album_Name,rtable.Artist_Name,rtable.CopyRight,rtable.Released,rtable.Song_Name,rtable.Time,label
14419,14419,1265,34954,one love (deluxe version),david guetta, 2010 gum prod licence exclusive parlophone music france,21-Aug-09,toyfriend (feat. wynter gordon) [continuous mix version],2:51,one love (deluxe version),david guetta, (c) 2014 swedish house mafia holdings ltd (bvi) under exclusive license to virgin records ltd," August 21, 2009",gettin' over (feat. chris willis;continuous mix version),3:31,0
14723,14723,1267,34939,one love (deluxe version),david guetta, 2010 gum prod licence exclusive parlophone music france,21-Aug-09,toyfriend (feat. wynter gordon) [continuous mix version],2:51,one love (deluxe version),david guetta, (c) 2014 swedish house mafia holdings ltd (bvi) under exclusive license to virgin records ltd," August 21, 2009",one love (feat. estelle),4:01,0
14890,14890,1268,34951,one love (deluxe version),david guetta, 2010 gum prod licence exclusive parlophone music france,21-Aug-09,toyfriend (feat. wynter gordon) [continuous mix version],2:51,one love (deluxe version),david guetta, (c) 2014 swedish house mafia holdings ltd (bvi) under exclusive license to virgin records ltd," August 21, 2009",choose (feat. ne-yo & kelly rowland;continuous mix version),3:16,0
15003,15003,1269,31319,one love (deluxe version),david guetta, 2010 gum prod licence exclusive parlophone music france,21-Aug-09,toyfriend (feat. wynter gordon) [continuous mix version],2:51,mississippi-the album (explicit version),david banner," (c) 2003 universal records, a division of umg recordings, inc."," May 20, 2003",my shawty (album version (explicit)) [feat. fiend] [explicit],3:54,0
15041,15041,1269,34944,one love (deluxe version),david guetta, 2010 gum prod licence exclusive parlophone music france,21-Aug-09,toyfriend (feat. wynter gordon) [continuous mix version],2:51,one love (deluxe version),david guetta, (c) 2014 swedish house mafia holdings ltd (bvi) under exclusive license to virgin records ltd," August 21, 2009",sound of letting go (feat. chris willis),3:47,0
15135,15135,1270,28044,one love (deluxe version),david guetta, 2010 gum prod licence exclusive parlophone music france,21-Aug-09,toyfriend (feat. wynter gordon) [continuous mix version],2:51,listen (deluxe),david guetta, 2015 if moving your mine," November 24, 2014",no money no love (feat. elliphant & ms. dynamite),3:57,0
15190,15190,1270,34932,one love (deluxe version),david guetta, 2010 gum prod licence exclusive parlophone music france,21-Aug-09,toyfriend (feat. wynter gordon) [continuous mix version],2:51,one love (deluxe version),david guetta, (c) 2014 swedish house mafia holdings ltd (bvi) under exclusive license to virgin records ltd," August 21, 2009",gettin' over you (feat. fergie & lmfao),3:07,0
15264,15264,1271,28013,one love (deluxe version),david guetta, 2010 gum prod licence exclusive parlophone music france,21-Aug-09,toyfriend (feat. wynter gordon) [continuous mix version],2:51,listen (deluxe),david guetta, 2015 if moving your mine," November 24, 2014",bang my head (feat. sia),3:53,0
15710,15710,1273,47808,one love (deluxe version),david guetta, 2010 gum prod licence exclusive parlophone music france,21-Aug-09,toyfriend (feat. wynter gordon) [continuous mix version],2:51,the greatest story ever told (explicit version),david banner," (c) 2012 universal republic records, a division of umg recordings, inc."," July 15, 2008",fly (explicit) [feat. jazze pha],3:10,0
15733,15733,1274,28008,one love (deluxe version),david guetta, 2010 gum prod licence exclusive parlophone music france,21-Aug-09,toyfriend (feat. wynter gordon) [continuous mix version],2:51,listen (deluxe),david guetta, 2015 if moving your mine," November 24, 2014",no money no love (feat. elliphant & ms. dynamite),3:57,0
15793,15793,1274,31319,one love (deluxe version),david guetta, 2010 gum prod licence exclusive parlophone music france,21-Aug-09,toyfriend (feat. wynter gordon) [continuous mix version],2:51,mississippi-the album (explicit version),david banner," (c) 2003 universal records, a division of umg recordings, inc."," May 20, 2003",my shawty (album version (explicit)) [feat. fiend] [explicit],3:54,0
15888,15888,1275,9950,one love (deluxe version),david guetta, 2010 gum prod licence exclusive parlophone music france,21-Aug-09,toyfriend (feat. wynter gordon) [continuous mix version],2:51,certified (edited version),david banner," (c) 2014 island records, a division of umg recordings, inc."," September 20, 2005",crossroads (album version (edited)) [feat. grout] [clean],3:45,0
15955,15955,1275,31323,one love (deluxe version),david guetta, 2010 gum prod licence exclusive parlophone music france,21-Aug-09,toyfriend (feat. wynter gordon) [continuous mix version],2:51,mississippi-the album (explicit version),david banner," (c) 2003 universal records, a division of umg recordings, inc."," May 20, 2003",still pimpin' (album version (explicit)) [feat. kamikazi] [explicit],7:11,0
16081,16081,1276,28042,one love (deluxe version),david guetta, 2010 gum prod licence exclusive parlophone music france,21-Aug-09,toyfriend (feat. wynter gordon) [continuous mix version],2:51,listen (deluxe),david guetta, 2015 if moving your mine," November 24, 2014",dangerous (feat. sam martin),3:23,0
16137,16137,1276,34931,one love (deluxe version),david guetta, 2010 gum prod licence exclusive parlophone music france,21-Aug-09,toyfriend (feat. wynter gordon) [continuous mix version],2:51,one love (deluxe version),david guetta, (c) 2014 swedish house mafia holdings ltd (bvi) under exclusive license to virgin records ltd," August 21, 2009",sexy bitch (feat. akon; explicit),3:15,0
16265,16265,1277,31316,one love (deluxe version),david guetta, 2010 gum prod licence exclusive parlophone music france,21-Aug-09,toyfriend (feat. wynter gordon) [continuous mix version],2:51,mississippi-the album (explicit version),david banner," (c) 2003 universal records, a division of umg recordings, inc."," May 20, 2003",choose me (album version (edited)) [feat. sky] [clean],4:24,0
16266,16266,1277,31318,one love (deluxe version),david guetta, 2010 gum prod licence exclusive parlophone music france,21-Aug-09,toyfriend (feat. wynter gordon) [continuous mix version],2:51,mississippi-the album (explicit version),david banner," (c) 2003 universal records, a division of umg recordings, inc."," May 20, 2003",so trill (album version (explicit)) [explicit],3:15,0
16396,16396,1278,28041,one love (deluxe version),david guetta, 2010 gum prod licence exclusive parlophone music france,21-Aug-09,toyfriend (feat. wynter gordon) [continuous mix version],2:51,listen (deluxe),david guetta, 2015 if moving your mine," November 24, 2014",dangerous (feat. sam martin) [robin schulz remix] [radio edit],3:20,0
16537,16537,1279,28023,one love (deluxe version),david guetta, 2010 gum prod licence exclusive parlophone music france,21-Aug-09,toyfriend (feat. wynter gordon) [continuous mix version],2:51,listen (deluxe),david guetta, 2015 if moving your mine," November 24, 2014",dangerous (feat. sam martin) [robin schulz remix] [radio edit],3:20,0
16623,16623,1279,34946,one love (deluxe version),david guetta, 2010 gum prod licence exclusive parlophone music france,21-Aug-09,toyfriend (feat. wynter gordon) [continuous mix version],2:51,one love (deluxe version),david guetta, (c) 2014 swedish house mafia holdings ltd (bvi) under exclusive license to virgin records ltd," August 21, 2009",when love takes over (feat. kelly rowland;electro extended;continuous mix version),4:23,0
16749,16749,1280,34908,one love (deluxe version),david guetta, 2010 gum prod licence exclusive parlophone music france,21-Aug-09,toyfriend (feat. wynter gordon) [continuous mix version],2:51,one love (deluxe version),david guetta, (c) 2014 swedish house mafia holdings ltd (bvi) under exclusive license to virgin records ltd," August 21, 2009",on the dancefloor (feat. will.i.am & apl de ap),3:46,0
16830,16830,1281,9944,one love (deluxe version),david guetta, 2010 gum prod licence exclusive parlophone music france,21-Aug-09,toyfriend (feat. wynter gordon) [continuous mix version],2:51,certified (edited version),david banner," (c) 2014 island records, a division of umg recordings, inc."," September 20, 2005",bloody war (album version (edited)) [feat. bg] [clean],4:27,0
17269,17269,1286,34075,nothing but the beat,david guetta," 2011 what a music ltd, licence exclusive parlophone music france",26-Aug-11,i'm a machine (feat. crystal nicole and tyrese gibson),3:34,nothing but the beat 2.0 [explicit],david guetta, 2015 real sounds," August 26, 2011",little bad girl (feat. taio cruz & ludacris) [explicit],3:12,0
17515,17515,1290,34069,nothing but the beat,david guetta," 2011 what a music ltd, licence exclusive parlophone music france",26-Aug-11,i'm a machine (feat. crystal nicole and tyrese gibson),3:34,nothing but the beat 2.0 [explicit],david guetta, 2015 real sounds," August 26, 2011",i can only imagine (feat. chris brown & lil wayne),3:29,0
17553,17553,1291,34034,nothing but the beat,david guetta," 2011 what a music ltd, licence exclusive parlophone music france",26-Aug-11,i'm a machine (feat. crystal nicole and tyrese gibson),3:34,nothing but the beat [clean],david guetta, 2009 andy henningsen," August 26, 2011",repeat (feat. jessie j),3:26,0
17657,17657,1292,34089,nothing but the beat,david guetta," 2011 what a music ltd, licence exclusive parlophone music france",26-Aug-11,i'm a machine (feat. crystal nicole and tyrese gibson),3:34,nothing but the beat 2.0 [explicit],david guetta, 2015 real sounds," August 26, 2011",without you (feat. usher),3:28,0
17695,17695,1293,34053,nothing but the beat,david guetta," 2011 what a music ltd, licence exclusive parlophone music france",26-Aug-11,i'm a machine (feat. crystal nicole and tyrese gibson),3:34,nothing but the beat,david guetta, 2009 andy henningsen," August 26, 2011",i can only imagine (feat. chris brown & lil wayne),3:29,0
17698,17698,1293,34057,nothing but the beat,david guetta," 2011 what a music ltd, licence exclusive parlophone music france",26-Aug-11,i'm a machine (feat. crystal nicole and tyrese gibson),3:34,nothing but the beat,david guetta, 2009 andy henningsen," August 26, 2011",night of your life (feat. jennifer hudson),3:42,0
18219,18219,1300,34039,nothing but the beat,david guetta," 2011 what a music ltd, licence exclusive parlophone music france",26-Aug-11,i'm a machine (feat. crystal nicole and tyrese gibson),3:34,nothing but the beat,david guetta, 2009 andy henningsen," August 26, 2011",without you (feat. usher),3:28,0
18221,18221,1300,34041,nothing but the beat,david guetta," 2011 what a music ltd, licence exclusive parlophone music france",26-Aug-11,i'm a machine (feat. crystal nicole and tyrese gibson),3:34,nothing but the beat,david guetta, 2009 andy henningsen," August 26, 2011",i can only imagine (feat. chris brown & lil wayne),3:29,0
18352,18352,1302,28011,listen (deluxe version),david guetta," 2014 what a music ltd. under exclusive license to parlophone/warner music france, under exclusive license to atlantic recording corporation for the united states. all rights reserved.",24-Nov-14,dangerous (feat. sam martin) [robin schulz remix] [radio edit],3:20,listen (deluxe),david guetta, 2015 if moving your mine," November 24, 2014","lift me up (feat. nico & vinz, ladysmith black mambazo)",3:58,0
18417,18417,1302,28092,listen (deluxe version),david guetta," 2014 what a music ltd. under exclusive license to parlophone/warner music france, under exclusive license to atlantic recording corporation for the united states. all rights reserved.",24-Nov-14,dangerous (feat. sam martin) [robin schulz remix] [radio edit],3:20,listen,david guetta, 2015 if moving your mine," November 24, 2014",listen (feat. john legend),3:46,0
18703,18703,1304,34094,nothing but the beat,david guetta," 2011 what a music ltd, licence exclusive parlophone music france",26-Aug-11,i'm a machine (feat. crystal nicole and tyrese gibson),3:34,nothing but the beat 2.0 [explicit],david guetta, 2015 real sounds," August 26, 2011",in my head (feat. nervo),3:51,0
19074,19074,1310,34932,listen (deluxe version),david guetta," 2014 what a music ltd. under exclusive license to parlophone/warner music france, under exclusive license to atlantic recording corporation for the united states. all rights reserved.",24-Nov-14,dangerous (feat. sam martin) [robin schulz remix] [radio edit],3:20,one love (deluxe version),david guetta, (c) 2014 swedish house mafia holdings ltd (bvi) under exclusive license to virgin records ltd," August 21, 2009",gettin' over you (feat. fergie & lmfao),3:07,0
19276,19276,1313,28034,one love (deluxe version),david guetta, 2010 gum prod licence exclusive parlophone music france,21-Aug-09,toyfriend (feat. wynter gordon) [continuous mix version],2:51,listen (deluxe),david guetta, 2015 if moving your mine," November 24, 2014",sun goes down (feat. magic! & sonny wilson),3:31,0
19282,19282,1313,28040,one love (deluxe version),david guetta, 2010 gum prod licence exclusive parlophone music france,21-Aug-09,toyfriend (feat. wynter gordon) [continuous mix version],2:51,listen (deluxe),david guetta, 2015 if moving your mine," November 24, 2014",shot me down (feat. skylar grey) [radio edit],3:11,0
19292,19292,1313,28051,one love (deluxe version),david guetta, 2010 gum prod licence exclusive parlophone music france,21-Aug-09,toyfriend (feat. wynter gordon) [continuous mix version],2:51,listen (deluxe),david guetta, 2015 if moving your mine," November 24, 2014","hey mama (feat. nicki minaj, bebe rexha & afrojack)",3:12,0
19425,19425,1315,34069,nothing but the beat,david guetta," 2011 what a music ltd, licence exclusive parlophone music france",26-Aug-11,i'm a machine (feat. crystal nicole and tyrese gibson),3:34,nothing but the beat 2.0 [explicit],david guetta, 2015 real sounds," August 26, 2011",i can only imagine (feat. chris brown & lil wayne),3:29,0
19620,19620,1317,9943,listen (deluxe version),david guetta," 2014 what a music ltd. under exclusive license to parlophone/warner music france, under exclusive license to atlantic recording corporation for the united states. all rights reserved.",24-Nov-14,dangerous (feat. sam martin) [robin schulz remix] [radio edit],3:20,certified (edited version),david banner," (c) 2014 island records, a division of umg recordings, inc."," September 20, 2005",ain't got nothing (album version (edited)) [feat. lil boosie] [clean],3:52,0
19781,19781,1318,34036,nothing but the beat,david guetta," 2011 what a music ltd, licence exclusive parlophone music france",26-Aug-11,i'm a machine (feat. crystal nicole and tyrese gibson),3:34,nothing but the beat,david guetta, 2009 andy henningsen," August 26, 2011",little bad girl (feat. taio cruz & ludacris) [explicit],3:12,0
19830,19830,1318,34100,nothing but the beat,david guetta," 2011 what a music ltd, licence exclusive parlophone music france",26-Aug-11,i'm a machine (feat. crystal nicole and tyrese gibson),3:34,nothing but the beat 2.0 [explicit],david guetta, 2015 real sounds," August 26, 2011",nothing really matters (feat. will.i.am) [explicit],3:39,0
19982,19982,1319,34956,listen (deluxe version),david guetta," 2014 what a music ltd. under exclusive license to parlophone/warner music france, under exclusive license to atlantic recording corporation for the united states. all rights reserved.",24-Nov-14,dangerous (feat. sam martin) [robin schulz remix] [radio edit],3:20,one love (deluxe version),david guetta, (c) 2014 swedish house mafia holdings ltd (bvi) under exclusive license to virgin records ltd," August 21, 2009",one love (feat. estelle;continuous mix version),4:42,0
20225,20225,1339,42070,beautiful now (feat. jon bellion) [remixes] - ep,zedd, 2015 interscope records,10-Jul-15,beautiful now (feat. jon bellion) [charlie darker remix],4:15,spectrum ep,zedd, (c) 2012 interscope records," July 31, 2012",spectrum (deniz koyu remix) [feat. matthew koma],6:35,0
20313,20313,1344,6234,find you (remixes),zedd, 2014 interscope records,8-Apr-14,find you (feat. matthew koma & miriam bryant) [mike hawkins remix],4:26,beautiful now (remixes),zedd, (c) 2015 interscope records," July 10, 2015",beautiful now (kdrew remix) [feat. jon bellion],3:59,0
20337,20337,1345,10530,beautiful now (feat. jon bellion) [remixes] - ep,zedd, 2015 interscope records,10-Jul-15,beautiful now (feat. jon bellion) [charlie darker remix],4:15,clarity (remixes),zedd, (c) 2013 interscope records," February 12, 2013",clarity (zedd union mix) [feat. foxes],3:28,0
20409,20409,1346,42069,clarity (remixes) - ep,zedd, 2013 interscope records,12-Feb-13,clarity (feat. foxes) [brillz remix],5:57,spectrum ep,zedd, (c) 2012 interscope records," July 31, 2012",spectrum (arty remix) [feat. matthew koma],6:05,0
20484,20484,1348,42056,beautiful now (feat. jon bellion) [remixes] - ep,zedd, 2015 interscope records,10-Jul-15,beautiful now (feat. jon bellion) [charlie darker remix],4:15,spectrum ep,zedd, (c) 2012 interscope records," July 31, 2012",spectrum (extended mix) [feat. matthew koma],6:01,0
20587,20587,1356,6233,stars come out (remixes) - ep,zedd, 2012 dim mak inc.,20-May-14,stars come out (tim mason remix),5:49,beautiful now (remixes),zedd, (c) 2015 interscope records," July 10, 2015",beautiful now (marshmello remix) [feat. jon bellion],3:16,0
20684,20684,1359,42313,stars come out (remixes) - ep,zedd, 2012 dim mak inc.,20-May-14,stars come out (tim mason remix),5:49,stars come out [dillon francis remix],zedd, 2012 dim mak inc.," May 20, 2014",stars come out (dillon francis remix),4:08,1
21171,21171,1406,55677,autonomy - ep,zedd, 2011 bugeyed records,28-Mar-11,autonomy (cold blank mix),4:59,zedd - autonomy,zedd, (c) 2014 wolf tone limited," March 28, 2011",autonomy (lucky date mix),5:59,0
21179,21179,1407,48324,the legend of zelda - single,zedd," 2011 bazooka, a division of zooland music gmbh",27-May-11,the legend of zelda (electrixx remix),6:09,the legend of zelda,zedd," 2011 bazooka, a division of zooland music gmbh"," May 27, 2011",the legend of zelda (electrixx remix),6:09,1
21234,21234,1410,51597,true colors,zedd, 2015 interscope records,18-May-15,illusion (feat. echosmith),6:30,true colors,zedd, (c) 2015 interscope records," May 18, 2015",transmission [feat. x ambassadors],4:02,0
21259,21259,1411,51613,true colors,zedd, 2015 interscope records,18-May-15,illusion (feat. echosmith),6:30,true colors,zedd, (c) 2015 interscope records," May 18, 2015",papercut [feat. troye sivan],7:23,0
21317,21317,1414,51627,true colors,zedd, 2015 interscope records,18-May-15,illusion (feat. echosmith),6:30,true colors,zedd, (c) 2015 interscope records," May 18, 2015",illusion [feat. echosmith],6:25,1
21433,21433,1434,49521,the sound of madness (deluxe version),shinedown, 2008 atlantic recording corp. for the united states and wea international inc. for the world outside of the united states,23-Jun-08,son of sam (bonus track),3:37,the sound of madness [explicit] [deluxe],shinedown, 2005 z records," June 24, 2008",her name is alice (bonus track),3:38,0
21463,21463,1438,52974,us and them (deluxe version),shinedown, 2009 atlantic recording corporation for the united states and wea international inc. for the world outside of the united states.,4-Oct-05,fake (demo),5:05,us and them,shinedown, 2015 real sounds," October 4, 2005",fake,4:01,0
21606,21606,1448,41615,somewhere in the stratosphere (live),shinedown, 2011 atlantic recording corporation for the united states and wea international inc. for the world outside of the united states.,18-Apr-11,second chance (live acoustic from kansas city),5:06,somewhere in the stratosphere,shinedown, (c) 2005 mca nashville," April 18, 2011",simple man (live from washington state),7:35,0
21845,21845,1490,3901,amaryllis,shinedown, 2012 atlantic recording corporation for the united states and wea international inc. for the world outside of the united states,23-Mar-12,through the ghost,4:01,amaryllis,shinedown, krankbrother," March 23, 2012",through the ghost,4:01,1
21869,21869,1515,49705,the studio album collection,shinedown, 2013 atlantic recording corporation for the united states and wea international inc. for the world outside of the united states. a warner music group company,8-Nov-13,through the ghost,4:01,the studio album collection,shinedown, 2013 atlantic recording corporation for the united states and wea international inc. for the world outside of the united states. a warner music group company," November 8, 2013",through the ghost,4:01,1
22041,22041,1543,41601,somewhere in the stratosphere (live),shinedown, 2011 atlantic recording corporation for the united states and wea international inc. for the world outside of the united states.,18-Apr-11,second chance (live acoustic from kansas city),5:06,somewhere in the stratosphere,shinedown, (c) 2005 mca nashville," April 18, 2011",intro (scary fairy) [live from washington state],1:02,0
22065,22065,1543,41625,somewhere in the stratosphere (live),shinedown, 2011 atlantic recording corporation for the united states and wea international inc. for the world outside of the united states.,18-Apr-11,second chance (live acoustic from kansas city),5:06,somewhere in the stratosphere,shinedown, (c) 2005 mca nashville," April 18, 2011",times like these (live acoustic from kansas city),4:07,0
22097,22097,1544,41620,somewhere in the stratosphere (live),shinedown, 2011 atlantic recording corporation for the united states and wea international inc. for the world outside of the united states.,18-Apr-11,second chance (live acoustic from kansas city),5:06,somewhere in the stratosphere,shinedown, (c) 2005 mca nashville," April 18, 2011",if you only knew (live acoustic from kansas city),3:55,0
22174,22174,1546,41623,somewhere in the stratosphere (live),shinedown, 2011 atlantic recording corporation for the united states and wea international inc. for the world outside of the united states.,18-Apr-11,second chance (live acoustic from kansas city),5:06,somewhere in the stratosphere,shinedown, (c) 2005 mca nashville," April 18, 2011",45 (live acoustic from kansas city),6:12,0
22280,22280,1549,41618,somewhere in the stratosphere (live),shinedown, 2011 atlantic recording corporation for the united states and wea international inc. for the world outside of the united states.,18-Apr-11,second chance (live acoustic from kansas city),5:06,somewhere in the stratosphere,shinedown, (c) 2005 mca nashville," April 18, 2011",heroes (live acoustic from kansas city),8:09,0
22382,22382,1552,41609,somewhere in the stratosphere (live),shinedown, 2011 atlantic recording corporation for the united states and wea international inc. for the world outside of the united states.,18-Apr-11,second chance (live acoustic from kansas city),5:06,somewhere in the stratosphere,shinedown, (c) 2005 mca nashville," April 18, 2011",burning bright (live from washington state),3:53,0
22443,22443,1553,50097,somewhere in the stratosphere (live),shinedown, 2011 atlantic recording corporation for the united states and wea international inc. for the world outside of the united states.,18-Apr-11,second chance (live acoustic from kansas city),5:06,the warner sound live room ep,shinedown, 2013 atlantic recording corporation for the united states and wea international inc. for the world outside of the united states," May 28, 2013",bully (the live room),4:02,0
22446,22446,1553,50100,somewhere in the stratosphere (live),shinedown, 2011 atlantic recording corporation for the united states and wea international inc. for the world outside of the united states.,18-Apr-11,second chance (live acoustic from kansas city),5:06,the warner sound live room ep,shinedown, 2013 atlantic recording corporation for the united states and wea international inc. for the world outside of the united states," May 28, 2013",miracle (the live room),3:35,0
22646,22646,1559,41614,somewhere in the stratosphere (live),shinedown, 2011 atlantic recording corporation for the united states and wea international inc. for the world outside of the united states.,18-Apr-11,second chance (live acoustic from kansas city),5:06,somewhere in the stratosphere,shinedown, (c) 2005 mca nashville," April 18, 2011",left out (live from washington state),5:54,0
22872,22872,1571,27523,the sound of madness (deluxe edition),shinedown, 2010 atlantic recording corporation for the united states and wea international inc. for the world outside of the united states.,24-Jun-08,breaking inside (feat. lzzy hale of halestorm) [bonus track],3:47,leave a whisper (deluxe),shinedown, 2015 mad decent," May 27, 2003",fly from the inside,3:55,0
23014,23014,1578,49555,the sound of madness (deluxe edition),shinedown, 2010 atlantic recording corporation for the united states and wea international inc. for the world outside of the united states.,24-Jun-08,breaking inside (feat. lzzy hale of halestorm) [bonus track],3:47,the sound of madness [deluxe],shinedown, (c) 2006 vanguard," June 23, 2008",i own you (bonus track),3:37,0
23040,23040,1580,41607,somewhere in the stratosphere (live),shinedown, 2011 atlantic recording corporation for the united states and wea international inc. for the world outside of the united states.,18-Apr-11,second chance (live acoustic from kansas city),5:06,somewhere in the stratosphere,shinedown, (c) 2005 mca nashville," April 18, 2011",diamond eyes (boom-lay boom-lay boom) [live from washington state],5:44,0
23061,23061,1580,41628,somewhere in the stratosphere (live),shinedown, 2011 atlantic recording corporation for the united states and wea international inc. for the world outside of the united states.,18-Apr-11,second chance (live acoustic from kansas city),5:06,somewhere in the stratosphere,shinedown, (c) 2005 mca nashville," April 18, 2011",devour (live acoustic from kansas city),3:53,0
23199,23199,1584,41618,somewhere in the stratosphere (live),shinedown, 2011 atlantic recording corporation for the united states and wea international inc. for the world outside of the united states.,18-Apr-11,second chance (live acoustic from kansas city),5:06,somewhere in the stratosphere,shinedown, (c) 2005 mca nashville," April 18, 2011",heroes (live acoustic from kansas city),8:09,0
23240,23240,1586,27556,leave a whisper (deluxe version),shinedown, 2009 atlantic recording corporation for the united states and wea international for the world outside of the united states,27-May-03,"fly from the inside (live acoustic from wxdx, pittsburgh)",3:59,leave a whisper,shinedown, 2015 mad decent," May 27, 2003",stranger inside,4:01,0
23373,23373,1596,52962,us and them (deluxe version),shinedown, 2009 atlantic recording corporation for the united states and wea international inc. for the world outside of the united states.,4-Oct-05,fake (demo),5:05,us and them (deluxe) [explicit],shinedown, 2015 real sounds," October 4, 2005",fake [demo],5:05,1
23407,23407,1599,52960,us and them (deluxe version),shinedown, 2009 atlantic recording corporation for the united states and wea international inc. for the world outside of the united states.,4-Oct-05,fake (demo),5:05,us and them (deluxe) [explicit],shinedown, 2015 real sounds," October 4, 2005",carried away [demo],3:14,0
23608,23608,1617,27548,leave a whisper (deluxe version),shinedown, 2009 atlantic recording corporation for the united states and wea international for the world outside of the united states,27-May-03,"fly from the inside (live acoustic from wxdx, pittsburgh)",3:59,leave a whisper,shinedown, 2015 mad decent," May 27, 2003",fly from the inside,3:55,0
23701,23701,1624,27535,leave a whisper (deluxe version),shinedown, 2009 atlantic recording corporation for the united states and wea international for the world outside of the united states,27-May-03,"fly from the inside (live acoustic from wxdx, pittsburgh)",3:59,leave a whisper (deluxe),shinedown, 2015 mad decent," May 27, 2003",simple man [acoustic],5:20,0
23732,23732,1626,27544,us and them (deluxe version),shinedown, 2009 atlantic recording corporation for the united states and wea international inc. for the world outside of the united states.,4-Oct-05,fake (demo),5:05,leave a whisper (deluxe),shinedown, 2015 mad decent," May 27, 2003",left out [demo],3:36,0
23836,23836,1637,27559,leave a whisper,shinedown, 2003 atlantic recording corporation for the united states and wea international for the world outside of the united states,27-May-03,45,4:09,leave a whisper,shinedown, 2015 mad decent," May 27, 2003",45,4:09,1
23904,23904,1656,49516,the sound of madness (deluxe version),shinedown, 2008 atlantic recording corp. for the united states and wea international inc. for the world outside of the united states,23-Jun-08,son of sam (bonus track),3:37,the sound of madness [explicit] [deluxe],shinedown, 2005 z records," June 24, 2008",son of sam (bonus track),3:37,1
23984,23984,1670,52953,leave a whisper (deluxe version),shinedown, 2009 atlantic recording corporation for the united states and wea international for the world outside of the united states,27-May-03,"fly from the inside (live acoustic from wxdx, pittsburgh)",3:59,us and them (deluxe) [explicit],shinedown, 2015 real sounds," October 4, 2005",save me [acoustic],3:22,0
24050,24050,1684,23754,ignite the night,chase rice, 2014 dack janiels records,19-Aug-14,jack daniels and jesus,3:55,ignite the night (party edition) [explicit],chase rice," (c) 2014 dack janiels records, under exclusive license to sony music entertainment."," August 19, 2014",jack daniels and jesus,3:55,1
24053,24053,1684,23808,ignite the night,chase rice, 2014 dack janiels records,19-Aug-14,jack daniels and jesus,3:55,ignite the night,chase rice," (c) 2014 dack janiels records, under exclusive license to sony music entertainment."," August 19, 2014",jack daniels and jesus,3:55,1
24076,24076,1686,23847,ignite the night (party edition),chase rice," 2014 dack janiels records, under exclusive license to sony music entertainment.",19-Aug-14,best of cr247,6:57,ignite the night,chase rice," (c) 2014 dack janiels records, under exclusive license to sony music entertainment."," August 19, 2014",50 shades of crazy,3:10,0
24425,24425,1736,10929,cole swindell,cole swindell, 2014 warner music nashville llc and wea international inc. for the world outside the u.s.,18-Feb-14,the back roads and the back row,3:41,cole swindell,cole swindell," (c) 2011 umg recordings, inc."," February 18, 2014",the back roads & the back row,3:44,1
24436,24436,1737,10941,cole swindell,cole swindell, 2014 warner music nashville llc and wea international inc. for the world outside the u.s.,18-Feb-14,the back roads and the back row,3:41,cole swindell,cole swindell," (c) 2011 umg recordings, inc."," February 18, 2014",the back roads & the back row,3:44,1
24541,24541,1751,54990,get low (remixes) - ep,dillon francis & dj snake," 2014, 2015 wedgewood productions, inc. & dj snake music llc, under exclusive license to columbia records, a division of sony music entertainment",2-Jun-15,get low (neo fresco remix),4:42,woman like me remixes,"willy joy, flosstradamus, dillon francis, bird peterson, cousin cole, flinch", (c) 2011 copyright top billin," September 30, 2011",woman like me (dillon francis remix),5:22,0
24632,24632,1754,37581,get low (remixes) - ep,dillon francis & dj snake," 2014, 2015 wedgewood productions, inc. & dj snake music llc, under exclusive license to columbia records, a division of sony music entertainment",2-Jun-15,get low (neo fresco remix),4:42,que que remix ep,dillon francis & diplo, 2011 mad decent," August 23, 2011",que que feat. maluca (toy selectah remix),4:50,0
24692,24692,1760,27509,"turn down for what (feat. juicy j, 2 chainz & french montana) [remix] - single",dj snake & lil jon," 2014 columbia records, a division of sony music entertainment",19-May-14,"turn down for what (feat. juicy j, 2 chainz & french montana) [remix]",3:45,lean on (piano karaoke accompaniment) [feat. mêÈ],"major lazer, dj snake", sing as a star," August 31, 2015",lean on (piano karaoke accompaniment) [original key] [feat. mêÛ],3:14,0
24786,24786,1777,33431,nicky jam hits,nicky jam, 2014 la industria inc. licencia a codiscos s.a.s.,9-Sep-14,"piensas en mê_ (feat. luigi 21 plus, jory & yelsid) [remix]",4:46,nicky jam hits,nicky jam, (c) 2014 codiscos s.a.s.," September 9, 2014",piensas en mê_ (remix),4:46,1
24794,24794,1778,20244,"greatest hits, vol. 1",nicky jam, 2014 la industria inc licencia a codiscos s.a.s.,4-Nov-14,voy a beber (feat. ê‚ejo) [remix],3:44,"greatest hits, vol. 1",nicky jam, (c) 2014 la industria inc," November 4, 2014",voy a beber (remix),3:44,1
